,title,artist,year,bpm,energy,danceability,dB,liveness,valence,duration,acousticness,speechiness,popularity,genre
1848,Heroes (we could be),Alesso,2015,126,75,52,-4,24,35,210,4,6,56,big room
1849,This Town,Niall Horan,2018,112,41,68,-8,12,20,233,70,3,64,dance pop
1850,Say Something,A Great Big World,2014,138,15,45,-9,9,9,229,87,3,61,neo mellow
1851,no tears left to cry,Ariana Grande,2018,122,71,70,-6,29,35,206,4,6,84,dance pop
1852,You And I,Lady Gaga,2011,127,70,52,-5,9,52,307,9,5,64,dance pop
1853,Hurts,Emeli Sandé,2016,106,64,58,-8,15,18,238,2,3,57,dance pop
1854,Firework,Katy Perry,2011,124,83,64,-5,11,65,228,14,5,25,dance pop
1855,Castle Walls (feat. Christina Aguilera),T.I.,2011,80,86,45,-5,26,58,329,7,39,49,atl hip hop
1856,Same Old Love,Selena Gomez,2015,98,59,67,-4,21,44,229,2,3,69,dance pop
1857,Pom Poms,Jonas Brothers,2013,148,98,68,-2,28,90,198,7,9,52,boy band
1858,Behind Your Back,Nelly Furtado,2016,98,47,80,-10,7,69,228,25,4,18,canadian latin
1859,L.A.LOVE (la la),Fergie,2015,202,39,48,-8,26,27,193,2,9,0,dance pop
1860,Free Me,Sia,2017,87,46,27,-4,14,21,286,85,3,44,australian dance
1861,Blurred Lines,Robin Thicke,2013,120,60,85,-5,8,84,264,0,4,76,dance pop
1862,Booty,Jennifer Lopez,2015,129,95,71,-4,26,40,210,0,5,64,dance pop
1863,The Way,Ariana Grande,2013,82,88,65,-3,8,86,227,29,11,68,dance pop
1864,What Do You Mean? - Acoustic,Justin Bieber,2015,125,36,77,-11,10,76,204,79,4,64,canadian pop
1865,Dynamite,Taio Cruz,2010,120,78,75,-4,4,82,203,0,9,77,dance pop
1866,Heroes (we could be),Alesso,2015,126,75,52,-4,24,35,210,4,6,56,big room
1867,Treasure,Bruno Mars,2014,116,69,87,-5,32,94,179,4,4,77,pop
1868,Lights - Single Version,Ellie Goulding,2012,120,80,68,-6,13,78,211,3,4,65,dance pop
1869,Only Love Can Hurt Like This,Paloma Faith,2015,91,89,57,-5,33,31,233,10,8,69,british soul
1870,Swish Swish,Katy Perry,2017,120,71,84,-5,10,57,243,2,4,73,dance pop
1871,Rock N Roll,Avril Lavigne,2013,184,96,47,-3,34,67,207,1,13,61,canadian pop
1872,Brave,Sara Bareilles,2013,185,84,55,-4,4,76,221,1,5,71,acoustic pop
1873,Fireball (feat. John Ryan),Pitbull,2015,123,94,69,-5,5,79,235,9,6,67,dance pop
1874,Side To Side,Ariana Grande,2017,159,74,65,-6,24,61,226,5,23,80,dance pop
1875,Younger Now,Miley Cyrus,2017,122,87,55,-5,14,33,249,0,6,62,dance pop
1876,Latch,Disclosure,2014,122,73,50,-5,9,52,256,2,17,72,house
1877,Anywhere,Rita Ora,2018,107,80,63,-4,10,32,215,4,6,74,dance pop
1878,Locked Out of Heaven,Bruno Mars,2012,144,70,73,-4,31,87,233,5,4,79,pop
1879,Starboy,The Weeknd,2017,186,59,68,-7,14,49,230,14,28,85,canadian contemporary r&b
1880,One Kiss (with Dua Lipa),Calvin Harris,2018,124,86,79,-3,8,59,215,4,11,86,dance pop
1881,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017,102,76,72,-4,18,74,251,41,5,78,dance pop
1882,Pom Poms,Jonas Brothers,2013,148,98,68,-2,28,90,198,7,9,52,boy band
1883,Wiggle (feat. Snoop Dogg),Jason Derulo,2014,82,62,70,-7,16,72,193,8,25,67,dance pop
1884,Really Don't Care,Demi Lovato,2015,121,73,71,-4,19,85,202,12,9,70,dance pop
1885,Runnin' (Lose It All),Naughty Boy,2016,139,85,32,-6,48,8,213,1,8,69,tropical house
1886,I Know What You Did Last Summer,Shawn Mendes,2016,114,77,68,-5,16,72,224,11,10,57,canadian pop
1887,Keeping Your Head Up,Birdy,2016,122,78,60,-5,19,53,208,16,5,52,neo mellow
1888,Love,Lana Del Rey,2017,99,37,53,-11,11,23,273,49,3,72,art pop
1889,Trampoline (with ZAYN),SHAED,2019,127,46,62,-6,14,50,184,56,3,92,electropop
1890,Really Don't Care,Demi Lovato,2015,121,73,71,-4,19,85,202,12,9,70,dance pop
1891,First Time,Kygo,2018,90,59,63,-7,10,68,194,20,11,71,edm
1892,Mama,Jonas Blue,2017,104,79,74,-4,5,57,184,10,4,75,dance pop
1893,Free Me,Sia,2017,87,46,27,-4,14,21,286,85,3,44,australian dance
1894,Broken Arrows,Avicii,2015,116,67,63,-7,10,29,233,5,5,65,big room
1895,Beautiful People (feat. Khalid),Ed Sheeran,2019,93,65,64,-8,8,55,198,12,19,86,pop
1896,Million Years Ago,Adele,2016,0,0,0,-60,0,0,227,0,0,0,british soul
1897,Break Your Heart,Taio Cruz,2010,122,90,67,-5,8,63,186,0,3,33,dance pop
1898,Kissing Strangers,DNCE,2017,120,74,77,-6,9,86,202,5,4,66,dance pop
1899,"Ooh La La (from ""The Smurfs 2"")",Britney Spears,2013,128,57,69,-5,11,73,257,2,5,45,dance pop
1900,She Looks So Perfect,5 Seconds of Summer,2014,160,95,49,-4,33,44,202,0,13,71,boy band
1901,Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,2010,150,85,51,-4,12,72,185,47,27,58,dance pop
1902,Only Love Can Hurt Like This,Paloma Faith,2015,91,89,57,-5,33,31,233,10,8,69,british soul
1903,Outta Nowhere (feat. Danny Mercer),Pitbull,2013,95,84,71,-4,21,66,207,16,3,35,dance pop
1904,Find U Again (feat. Camila Cabello),Mark Ronson,2019,104,66,61,-7,20,16,176,1,3,75,dance pop
1905,Hold It Against Me,Britney Spears,2011,133,72,65,-5,24,39,229,1,4,59,dance pop
1906,Elastic Heart,Sia,2015,130,79,42,-5,15,50,257,1,5,73,australian dance
1907,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,2015,123,89,76,-5,62,78,189,2,3,58,french indie pop
1908,Marry The Night,Lady Gaga,2011,131,88,61,-4,46,38,265,0,6,61,dance pop
1909,Finally Found You,Enrique Iglesias,2013,128,88,62,-5,35,66,221,1,10,52,dance pop
1910,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2018,95,30,59,-7,12,36,260,78,3,78,pop
1911,What Lovers Do (feat. SZA),Maroon 5,2018,110,60,80,-5,10,42,200,8,6,79,pop
1912,Sorry,Justin Bieber,2015,100,76,65,-4,30,41,201,8,5,81,canadian pop
1913,I Love It (feat. Charli XCX),Icona Pop,2013,126,91,71,-3,15,82,157,1,3,67,candy pop
1914,Anything Could Happen,Ellie Goulding,2013,103,78,70,-4,14,38,286,43,3,52,dance pop
1915,Praying,Kesha,2017,73,39,58,-7,11,32,230,49,3,77,dance pop
1916,We Found Love,Rihanna,2011,128,77,73,-4,11,60,215,3,4,61,barbadian pop
1917,Just the Way You Are,Bruno Mars,2011,109,84,64,-5,9,43,221,2,4,78,pop
1918,Never Be the Same - Radio Edit,Camila Cabello,2018,130,69,63,-4,12,25,227,16,9,57,dance pop
1919,You And I,Lady Gaga,2011,127,70,52,-5,9,52,307,9,5,64,dance pop
1920,Despacito - Remix,Luis Fonsi,2017,178,82,65,-4,10,82,229,23,17,76,latin
1921,Girl On Fire (feat. Nicki Minaj) - Inferno Version,Alicia Keys,2013,93,81,55,-6,15,34,271,9,31,59,hip pop
1922,Legendary Lovers,Katy Perry,2015,126,84,62,-5,8,39,224,2,8,41,dance pop
1923,We Don't Talk Anymore - DROELOE Remix,Charlie Puth,2017,100,82,70,-5,45,67,218,49,22,59,dance pop
1924,Dog Days Are Over,Florence + The Machine,2010,150,81,50,-5,12,26,253,3,9,58,art pop
1925,We Are Never Ever Getting Back Together,Taylor Swift,2012,86,68,63,-6,12,75,193,1,9,75,pop
1926,Rise,Katy Perry,2016,101,64,55,-6,11,44,203,5,5,66,dance pop
1927,Electric Love,BØRNS,2016,120,80,61,-8,26,52,218,1,5,76,electropop
1928,Influence,Tove Lo,2017,105,59,77,-10,11,33,225,10,5,54,dance pop
1929,Sparks,Hilary Duff,2015,122,88,85,-5,10,79,186,4,6,44,dance pop
1930,PILLOWTALK,ZAYN,2016,125,70,59,-4,9,43,204,10,5,66,dance pop
1931,Antisocial (with Travis Scott),Ed Sheeran,2019,152,82,72,-5,36,91,162,13,5,78,pop
1932,TKO,Justin Timberlake,2013,138,68,61,-7,43,49,424,1,24,58,dance pop
1933,Giant (with Rag'n'Bone Man),Calvin Harris,2019,122,89,81,-4,8,61,229,2,4,84,dance pop
1934,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,2013,146,93,63,-4,10,88,258,3,8,70,dance pop
1935,The Time (Dirty Bit),The Black Eyed Peas,2010,128,81,82,-8,60,44,308,7,7,70,dance pop
1936,BURNITUP!,Janet Jackson,2016,123,71,83,-7,31,83,250,5,18,31,dance pop
1937,Partition,Beyoncé,2014,186,44,41,-12,31,17,319,3,29,65,dance pop
1938,Monster,Kanye West,2011,125,69,63,-6,67,10,379,0,20,73,chicago rap
1939,How Deep Is Your Love,Calvin Harris,2015,122,87,74,-4,39,34,213,4,7,77,dance pop
1940,#SELFIE,The Chainsmokers,2014,128,92,79,-3,8,66,184,1,25,65,electropop
1941,Make Me Like You,Gwen Stefani,2016,118,71,74,-5,13,80,217,4,5,50,dance pop
1942,Some Nights,fun.,2012,108,74,67,-7,9,39,277,2,5,72,baroque pop
1943,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2013,95,53,78,-7,5,66,236,6,29,69,dance pop
1944,Party Rock Anthem,LMFAO,2011,130,74,75,-4,27,35,262,2,16,72,dance pop
1945,My First Kiss - feat. Ke$ha,3OH!3,2010,138,89,68,-4,36,83,192,1,8,62,dance pop
1946,You Da One,Rihanna,2012,127,72,70,-5,13,86,200,50,4,57,barbadian pop
1947,Glad You Came,The Wanted,2012,127,85,72,-4,11,45,198,3,6,72,boy band
1948,Don't Be so Hard on Yourself,Jess Glynne,2015,120,82,57,-3,16,66,211,6,3,52,dance pop
1949,Locked Out of Heaven,Bruno Mars,2012,144,70,73,-4,31,87,233,5,4,79,pop
1950,Not a Bad Thing,Justin Timberlake,2014,86,73,59,-6,38,46,266,27,6,0,dance pop
1951,Rude,MAGIC!,2014,144,76,77,-5,31,93,225,4,4,79,pop
1952,Too Good,Drake,2016,118,65,79,-8,10,39,263,5,10,74,canadian hip hop
1953,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,2018,94,69,73,-4,10,42,221,2,5,64,dance pop
1954,All We Know,The Chainsmokers,2016,90,59,66,-9,12,30,194,10,3,72,electropop
1955,Sorry,Justin Bieber,2015,100,76,65,-4,30,41,201,8,5,81,canadian pop
1956,Love Me Like You,Little Mix,2015,106,67,79,-4,28,85,198,21,4,65,dance pop
1957,This Town,Niall Horan,2018,112,41,68,-8,12,20,233,70,3,64,dance pop
1958,Love Somebody,Maroon 5,2013,120,78,68,-6,12,40,230,13,4,65,pop
1959,Attention,Charlie Puth,2018,100,61,78,-5,13,80,209,11,5,83,dance pop
1960,Cut To The Feeling,Carly Rae Jepsen,2017,115,91,71,-3,30,65,208,1,6,69,canadian pop
1961,Electricity (with Dua Lipa),Silk City,2018,118,67,59,-6,34,51,238,1,5,82,edm
1962,"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,2015,156,60,47,-6,9,4,292,33,5,55,dance pop
1963,That's What I Like,Bruno Mars,2017,134,56,85,-5,9,86,207,1,4,83,pop
1964,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,2013,116,81,79,-9,10,86,248,4,4,77,electro
1965,Chun-Li,Nicki Minaj,2018,129,73,69,-5,11,48,192,28,37,73,dance pop
1966,Cooler Than Me - Single Mix,Mike Posner,2010,130,82,77,-5,70,63,213,18,5,73,dance pop
1967,Water Under the Bridge,Adele,2017,95,84,60,-7,11,47,240,2,7,49,british soul
1968,"Let It Go - From ""Frozen / Single Version",Demi Lovato,2014,140,66,50,-6,27,25,226,3,4,63,dance pop
1969,The Hills,The Weeknd,2016,113,56,58,-7,14,14,242,7,5,84,canadian contemporary r&b
1970,Chained To The Rhythm,Katy Perry,2017,190,80,45,-5,20,47,238,8,17,72,dance pop
1971,Marry You,Bruno Mars,2011,145,83,62,-5,10,48,230,33,4,73,pop
1972,Turning Page,Sleeping At Last,2011,125,38,30,-8,11,19,255,91,3,46,acoustic pop
1973,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,2013,126,81,57,-6,13,11,215,2,6,74,art pop
1974,Born This Way,Lady Gaga,2011,124,83,59,-5,33,49,260,0,16,73,dance pop
1975,Love On Top,Beyoncé,2011,94,75,65,-5,60,65,267,8,9,76,dance pop
1976,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,2016,163,70,63,-6,11,50,215,1,15,71,dance pop
1977,Familiar,Liam Payne,2018,93,81,64,-5,8,91,197,2,33,72,dance pop
1978,One More Night,Maroon 5,2012,93,82,72,-3,8,62,220,6,3,73,pop
1979,Daylight,Maroon 5,2013,120,67,66,-5,26,37,225,0,3,66,pop
1980,Drunk in Love,Beyoncé,2014,140,62,59,-7,18,40,323,1,5,52,dance pop
1981,Just Cant Get Enough,The Black Eyed Peas,2011,94,63,66,-9,11,26,219,19,18,71,dance pop
1982,Easy Love,Sigala,2015,124,94,68,-4,12,65,230,18,6,67,dance pop
1983,Desire,Years & Years,2016,126,78,71,-5,30,64,203,30,6,58,dance pop
1984,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,2019,136,76,53,-5,9,65,260,7,34,70,dance pop
1985,All The Right Moves,OneRepublic,2010,146,95,53,-4,28,65,238,26,5,65,dance pop
1986,End Game,Taylor Swift,2018,159,59,65,-6,11,15,245,1,6,70,pop
1987,Treasure,Bruno Mars,2014,116,69,87,-5,32,94,179,4,4,77,pop
1988,Stitches,Shawn Mendes,2015,150,75,75,-7,5,76,207,2,7,78,canadian pop
1989,Overdose,Ciara,2013,107,70,77,-6,6,79,227,1,3,43,dance pop
1990,Uptown Funk,Mark Ronson,2015,115,61,86,-7,3,93,270,1,8,82,dance pop
1991,43776,Beyoncé,2015,136,71,75,-5,13,56,214,1,13,72,dance pop
1992,Alive,Sia,2015,100,76,51,-4,11,44,264,25,5,61,australian dance
1993,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,2015,86,73,60,-4,33,53,193,24,15,72,dance pop
1994,Living For Love,Madonna,2015,123,79,67,-5,25,39,219,4,9,52,dance pop
1995,Living For Love,Madonna,2015,123,79,67,-5,25,39,219,4,9,52,dance pop
1996,St Jude,Florence + The Machine,2015,117,43,26,-11,11,9,225,75,3,47,art pop
1997,Someone You Loved,Lewis Capaldi,2019,110,41,50,-6,11,45,182,75,3,96,pop
1998,I Like It,Enrique Iglesias,2010,129,94,65,-3,6,73,231,2,9,63,dance pop
1999,One More Night,Maroon 5,2012,93,82,72,-3,8,62,220,6,3,73,pop
2000,Confident,Demi Lovato,2016,130,75,59,-6,9,34,206,0,7,75,dance pop
2001,Meet Me Halfway,The Black Eyed Peas,2010,130,63,80,-7,32,40,284,0,7,68,dance pop
2002,Cold (feat. Future),Maroon 5,2017,100,72,69,-6,5,41,234,14,11,72,pop
2003,Blurred Lines,Robin Thicke,2013,120,60,85,-5,8,84,264,0,4,76,dance pop
2004,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,2016,163,70,63,-6,11,50,215,1,15,71,dance pop
2005,G.U.Y.,Lady Gaga,2014,110,92,62,-3,12,57,233,1,4,65,dance pop
2006,Blame,Calvin Harris,2015,128,86,41,-4,34,35,213,3,8,76,dance pop
2007,The Time (Dirty Bit),The Black Eyed Peas,2010,128,81,82,-8,60,44,308,7,7,70,dance pop
2008,Bang Bang,Jessie J,2015,150,75,71,-4,38,73,199,27,9,61,australian pop
2009,Cut To The Feeling,Carly Rae Jepsen,2017,115,91,71,-3,30,65,208,1,6,69,canadian pop
2010,Rock N Roll,Avril Lavigne,2013,184,96,47,-3,34,67,207,1,13,61,canadian pop
2011,I Want You To Know,Zedd,2015,130,85,58,-3,14,37,240,1,6,68,complextro
2012,XO,Beyoncé,2014,170,79,47,-9,31,21,216,17,26,56,dance pop
2013,Finesse - Remix; feat. Cardi B,Bruno Mars,2018,105,86,70,-5,2,93,217,2,10,78,pop
2014,Runnin' (Lose It All),Naughty Boy,2015,139,85,32,-6,48,8,213,1,8,69,tropical house
2015,Where Have You Been,Rihanna,2012,128,85,72,-6,22,44,243,0,9,68,barbadian pop
2016,Cake By The Ocean,DNCE,2016,119,75,77,-5,4,90,219,15,5,81,dance pop
2017,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,2014,192,77,35,-4,12,4,191,6,5,61,dance pop
2018,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,2011,128,76,72,-4,32,62,201,1,5,76,pop
2019,Domino,Jessie J,2012,127,55,76,-5,4,78,232,1,3,69,australian pop
2020,American Oxygen,Rihanna,2015,78,75,39,-6,33,48,320,5,9,61,barbadian pop
2021,Million Reasons,Lady Gaga,2016,130,42,67,-8,11,15,205,49,4,80,dance pop
2022,Ferrari,Bebe Rexha,2018,77,48,58,-6,10,42,213,2,3,57,dance pop
2023,Brave,Sara Bareilles,2013,185,84,55,-4,4,76,221,1,5,71,acoustic pop
2024,Not Myself Tonight,Christina Aguilera,2010,120,81,76,-5,56,54,186,0,4,55,dance pop
2025,I Know What You Did Last Summer,Shawn Mendes,2016,114,77,68,-5,16,72,224,11,10,57,canadian pop
2026,Problem,Ariana Grande,2014,103,81,66,-5,16,63,194,2,15,75,dance pop
2027,"Me, Myself & I",G-Eazy,2016,112,67,76,-7,16,38,251,2,10,78,hip hop
2028,I Like It,Enrique Iglesias,2010,129,94,65,-3,6,73,231,2,9,63,dance pop
2029,Love Yourself,Justin Bieber,2015,100,38,61,-10,28,52,234,84,44,83,canadian pop
2030,BURNITUP!,Janet Jackson,2016,123,71,83,-7,31,83,250,5,18,31,dance pop
2031,Mirrors - Radio Edit,Justin Timberlake,2013,77,60,58,-6,43,65,277,14,5,60,dance pop
2032,Let Me Love You,DJ Snake,2017,100,72,65,-5,14,16,206,9,3,82,electronic trap
2033,BO$$,Fifth Harmony,2015,103,87,81,-5,5,74,171,1,11,66,dance pop
2034,All of Me,John Legend,2014,120,26,42,-7,13,33,270,92,3,86,neo mellow
2035,Don't Call Me Up,Mabel,2019,99,88,67,-3,8,23,178,30,15,86,dance pop
2036,Love Me Again,John Newman,2014,126,89,50,-5,10,21,240,0,4,73,pop
2037,Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,2013,130,87,72,-3,66,68,209,4,4,67,dance pop
2038,Sign of the Times,Harry Styles,2018,120,57,52,-5,11,21,341,3,3,72,dance pop
2039,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,116,94,56,-4,11,68,222,5,5,74,dance pop
2040,Up,Olly Murs,2015,115,85,69,-5,10,64,224,2,3,69,dance pop
2041,All I Ask,Adele,2017,142,28,59,-5,15,34,272,88,3,71,british soul
2042,I Feel It Coming,The Weeknd,2017,93,82,77,-6,7,59,269,43,12,81,canadian contemporary r&b
2043,Shallow - Radio Edit,Lady Gaga,2018,96,33,57,-7,9,28,217,42,3,80,dance pop
2044,Body Say,Demi Lovato,2016,87,74,63,-5,28,26,194,0,4,65,dance pop
2045,Glad You Came,The Wanted,2012,127,85,72,-4,11,45,198,3,6,72,boy band
2046,Applause,Lady Gaga,2013,140,78,67,-4,11,73,212,3,5,52,dance pop
2047,Telephone,Lady Gaga,2010,122,83,83,-6,11,71,221,1,4,73,dance pop
2048,Mercy,Shawn Mendes,2017,148,66,56,-5,11,36,209,13,8,81,canadian pop
2049,Where Have You Been,Rihanna,2012,128,85,72,-6,22,44,243,0,9,68,barbadian pop
2050,Rather Be (feat. Jess Glynne),Clean Bandit,2015,121,59,80,-7,19,55,228,16,4,73,dance pop
2051,Story of My Life,One Direction,2013,121,66,60,-6,12,29,245,23,5,81,boy band
2052,Sparks,Hilary Duff,2015,122,88,85,-5,10,79,186,4,6,44,dance pop
2053,Love Me Again,John Newman,2014,126,89,50,-5,10,21,240,0,4,73,pop
2054,Higher,Carly Rae Jepsen,2016,114,87,65,-5,37,44,234,1,6,46,canadian pop
2055,Dangerous Woman,Ariana Grande,2016,134,60,66,-5,36,29,236,5,4,78,dance pop
2056,L.A.LOVE (la la),Fergie,2015,202,39,48,-8,26,27,193,2,9,0,dance pop
2057,Bloodstream,Ed Sheeran,2015,89,59,48,-6,6,27,309,20,5,52,pop
2058,Just Give Me a Reason (feat. Nate Ruess),P!nk,2013,95,55,78,-7,13,44,243,35,5,81,dance pop
2059,What Makes You Beautiful,One Direction,2012,125,79,73,-2,6,89,200,1,7,78,boy band
2060,Cannonball,Lea Michele,2014,92,82,56,-3,19,57,215,2,5,37,hollywood
2061,Club Can't Handle Me (feat. David Guetta),Flo Rida,2010,128,87,62,-4,6,47,235,3,3,73,dance pop
2062,Eenie Meenie,Sean Kingston,2010,121,61,72,-4,11,83,202,5,3,71,dance pop
2063,Animal,Neon Trees,2010,148,83,48,-6,38,74,212,0,4,65,indie pop
2064,Live It Up,Jennifer Lopez,2013,128,73,69,-5,33,65,244,1,17,57,dance pop
2065,In the Name of Love,Martin Garrix,2016,134,52,50,-6,45,17,196,11,4,81,big room
2066,Jar of Hearts,Christina Perri,2011,75,35,35,-6,12,9,247,73,3,50,dance pop
2067,Dance Again,Jennifer Lopez,2012,128,86,79,-5,10,71,237,2,7,66,dance pop
2068,All Around The World (La La La),R3HAB,2019,125,86,73,-5,11,52,148,48,3,82,big room
2069,Cheers (Drink To That),Rihanna,2011,80,91,58,-4,29,73,262,2,4,58,barbadian pop
2070,Find U Again (feat. Camila Cabello),Mark Ronson,2019,104,66,61,-7,20,16,176,1,3,75,dance pop
2071,Boyfriend,Justin Bieber,2012,97,55,72,-6,13,33,171,4,5,71,canadian pop
2072,Million Years Ago,Adele,2016,0,0,0,-60,0,0,227,0,0,0,british soul
2073,Run the World (Girls),Beyoncé,2011,127,90,73,-4,37,76,236,0,14,76,dance pop
2074,Stay,Zedd,2017,102,62,69,-5,12,54,210,25,6,80,complextro
2075,Wolves,Selena Gomez,2018,125,80,72,-5,20,31,198,12,4,83,dance pop
2076,Castle Walls (feat. Christina Aguilera),T.I.,2010,80,86,45,-5,26,58,329,7,39,49,atl hip hop
2077,On The Floor,Jennifer Lopez,2011,130,78,73,-5,7,57,285,11,5,69,dance pop
2078,Baby Don't Lie,Gwen Stefani,2015,100,55,69,-5,10,26,203,1,3,52,dance pop
2079,Dusk Till Dawn - Radio Edit,ZAYN,2018,180,44,26,-7,11,10,239,10,4,83,dance pop
2080,Desire,Years & Years,2016,126,78,71,-5,30,64,203,30,6,58,dance pop
2081,The Feeling,Justin Bieber,2015,127,81,53,-6,10,21,245,8,6,67,canadian pop
2082,Cool Girl,Tove Lo,2016,102,69,67,-7,8,20,199,31,11,69,dance pop
2083,Bodak Yellow,Cardi B,2017,125,72,93,-6,35,46,224,7,11,70,pop
2084,Adore You,Miley Cyrus,2014,120,66,58,-5,11,20,279,11,3,72,dance pop
2085,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,2016,102,71,66,-7,8,69,198,4,11,78,dance pop
2086,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,2017,135,57,76,-9,20,14,261,2,13,67,art pop
2087,Nervous,Shawn Mendes,2018,122,62,84,-7,13,74,164,4,8,71,canadian pop
2088,It's On Again - Main Soundtrack,Alicia Keys,2014,110,54,64,-9,25,53,230,10,11,30,hip pop
2089,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,2019,95,79,75,-6,7,61,206,21,12,75,pop
2090,There for You,Martin Garrix,2017,106,64,61,-8,12,13,222,12,6,76,big room
2091,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2016,108,53,63,-7,18,42,225,40,4,79,dance pop
2092,Sweet Nothing (feat. Florence Welch),Calvin Harris,2013,128,93,57,-4,6,58,213,20,11,72,dance pop
2093,Hey Brother,Avicii,2014,125,78,55,-5,8,46,255,3,4,78,big room
2094,TKO,Justin Timberlake,2013,138,68,61,-7,43,49,424,1,24,58,dance pop
2095,Cold (feat. Future),Maroon 5,2017,100,72,69,-6,5,41,234,14,11,72,pop
2096,Hard,Rihanna,2010,182,75,31,-4,65,16,251,1,11,57,barbadian pop
2097,You're Mine (Eternal),Mariah Carey,2014,149,58,63,-7,38,56,224,28,7,38,dance pop
2098,Shake It Off,Taylor Swift,2014,160,80,65,-5,33,94,219,6,17,78,pop
2099,Shape of You,Ed Sheeran,2017,96,65,83,-3,9,93,234,58,8,87,pop
2100,I Wanna Go,Britney Spears,2011,130,55,70,-7,33,79,210,0,4,64,dance pop
2101,Cooler Than Me - Single Mix,Mike Posner,2010,130,82,77,-5,70,63,213,18,5,73,dance pop
2102,Set Fire to the Rain,Adele,2012,108,68,61,-4,13,47,242,0,3,76,british soul
2103,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,2017,135,57,76,-9,20,14,261,2,13,67,art pop
2104,Tonight Tonight,Hot Chelle Rae,2011,100,78,69,-5,16,81,200,8,12,75,dance pop
2105,Ferrari,Bebe Rexha,2018,77,48,58,-6,10,42,213,2,3,57,dance pop
2106,What I Need (feat. Kehlani),Hayley Kiyoko,2018,104,79,63,-4,16,41,220,5,6,67,dance pop
2107,Lights - Single Version,Ellie Goulding,2012,120,80,68,-6,13,78,211,3,4,65,dance pop
2108,E.T.,Katy Perry,2011,152,87,62,-5,37,76,230,2,18,66,dance pop
2109,G.U.Y.,Lady Gaga,2014,110,92,62,-3,12,57,233,1,4,65,dance pop
2110,International Love,Pitbull,2012,120,86,67,-3,34,65,227,1,5,72,dance pop
2111,What Makes You Beautiful,One Direction,2012,125,79,73,-2,6,89,200,1,7,78,boy band
2112,Hard,Rihanna,2010,182,75,31,-4,65,16,251,1,11,57,barbadian pop
2113,Lust for Life (with The Weeknd),Lana Del Rey,2017,100,67,51,-9,36,27,264,58,6,54,art pop
2114,Marry The Night,Lady Gaga,2011,131,88,61,-4,46,38,265,0,6,61,dance pop
2115,Feel This Moment (feat. Christina Aguilera),Pitbull,2013,136,76,67,-4,34,54,230,4,16,70,dance pop
2116,Written in the Stars (feat. Eric Turner),Tinie Tempah,2010,91,95,64,-4,18,57,220,6,7,52,dance pop
2117,We Are Never Ever Getting Back Together,Taylor Swift,2012,86,68,63,-6,12,75,193,1,9,75,pop
2118,2U (feat. Justin Bieber),David Guetta,2018,145,61,53,-7,23,53,195,23,6,65,dance pop
2119,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,2016,105,59,80,-6,6,59,214,10,4,79,dance pop
2120,Scars To Your Beautiful,Alessia Cara,2016,97,74,57,-6,11,45,230,3,13,79,canadian contemporary r&b
2121,Invading My Mind,Jennifer Lopez,2011,129,88,73,-4,32,69,201,2,7,31,dance pop
